Tweets,len,ID,Date,Likes,RTs,Quoted,Q_or_RT,User_ent_text,retweeted_tweet,user_mentions,profile_location,in_reply_to_screen_name,created_at_string,tweet_type,all_text
Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboy... #Cowboys  https://t.co/9TpBqHHMjz https://t.co/TLmlC3P6qT,135,907113887694286848,2017-09-11 05:29:38,2,0,,,Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboy... #Cowboys  https://t.co/9TpBqHHMjz https://t.co/TLmlC3P6qT,,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Dallas', 'region': 'Texas', 'sub_region': 'Dallas County', 'full_name': 'Dallas, Texas, United States', 'geo': {'coordinates': [-96.80667, 32.78306], 'type': 'point'}}",,2017-29-11T05:29:38.000Z,tweet,Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboy... #Cowboys  https://t.co/9TpBqHHMjz https://t.co/TLmlC3P6qT
[Bleacher Report] - Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboys Win https://t.co/n4rpnbVFSE,123,907113780013912064,2017-09-11 05:29:13,0,0,,,[Bleacher Report] - Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboys Win https://t.co/n4rpnbVFSE,,[],,,2017-29-11T05:29:13.000Z,tweet,[Bleacher Report] - Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboys Win https://t.co/n4rpnbVFSE
Ezekiel Elliott y Dak Prescott son los Colosos de la Semana 1: Ezekiel Elliott y Dak Prescott son los Colosos de la… https://t.co/d9p59krEET,140,907113254832373762,2017-09-11 05:27:07,1,1,,,Ezekiel Elliott y Dak Prescott son los Colosos de la Semana 1: Ezekiel Elliott y Dak Prescott son los Colosos de la… https://t.co/iwOqD5lm5e https://t.co/UcdhbUis2M,,[],"{'country': 'United States', 'country_code': 'US', 'region': 'Connecticut', 'full_name': 'Connecticut, United States', 'geo': {'coordinates': [-72.66648, 41.66704], 'type': 'point'}}",,2017-27-11T05:27:07.000Z,tweet,Ezekiel Elliott y Dak Prescott son los Colosos de la Semana 1: Ezekiel Elliott y Dak Prescott son los Colosos de la… https://t.co/iwOqD5lm5e https://t.co/UcdhbUis2M
"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/n2Fi2JiRUN",93,907113038171529216,2017-09-11 05:26:16,0,0,,,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/n2Fi2JiRUN",,[],,,2017-26-11T05:26:16.000Z,tweet,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/n2Fi2JiRUN"
How Dak Prescott has gone from being confused by Giants' defense to throwing all over them https://t.co/vyZpGLz64p via @sportsdaydfw,132,907112951404007424,2017-09-11 05:25:55,13,4,,,How Dak Prescott has gone from being confused by Giants' defense to throwing all over them https://t.co/vyZpGLz64p via @sportsdaydfw,,"[{'screen_name': 'SportsDayDFW', 'name': 'SportsDayDFW', 'id': 20291394, 'id_str': '20291394', 'indices': [119, 132]}]","{'country': 'United States', 'country_code': 'US', 'locality': 'Arlington', 'region': 'Texas', 'sub_region': 'Tarrant County', 'full_name': 'Arlington, Texas, United States', 'geo': {'coordinates': [-97.10807, 32.73569], 'type': 'point'}}",,2017-25-11T05:25:55.000Z,tweet,How Dak Prescott has gone from being confused by Giants' defense to throwing all over them https://t.co/vyZpGLz64p via @sportsdaydfw
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/eDpni7dmfM",109,907112806478204929,2017-09-11 05:25:21,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/eDpni7dmfM",,[],,,2017-25-11T05:25:21.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/eDpni7dmfM"
"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/0zIvQJPukf https://t.co/ZRayrdGlP4",117,907112584121389056,2017-09-11 05:24:28,0,0,,,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/0zIvQJPukf https://t.co/ZRayrdGlP4",,[],,,2017-24-11T05:24:28.000Z,tweet,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/0zIvQJPukf https://t.co/ZRayrdGlP4"
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/Zvg9XwRaU0 https://t.co/Mus7Kudxz3",135,907112552710262784,2017-09-11 05:24:20,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/Zvg9XwRaU0 https://t.co/Mus7Kudxz3",,[],"{'country': 'Norway', 'country_code': 'NO', 'locality': 'Bergen', 'region': 'Hordaland', 'sub_region': 'Bergen', 'full_name': 'Bergen, Hordaland, Norway', 'geo': {'coordinates': [5.32415, 60.39299], 'type': 'point'}}",,2017-24-11T05:24:20.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/Zvg9XwRaU0 https://t.co/Mus7Kudxz3"
Dak Prescott highlights | Week 1 - https://t.co/DnlKjkuKqp #DallasCowboys,73,907112315065126912,2017-09-11 05:23:23,0,0,,,Dak Prescott highlights | Week 1 - https://t.co/DnlKjkuKqp #DallasCowboys,,[],,,2017-23-11T05:23:23.000Z,tweet,Dak Prescott highlights | Week 1 - https://t.co/DnlKjkuKqp #DallasCowboys
"#NFLxESPN 🏈

'Zeke' y Prescott, los COLOSOS de la semana 1️⃣.🙌💪

#Chécalo⬇️
https://t.co/AFxL13VrqM https://t.co/JhToH60uNq",123,907111827359846401,2017-09-11 05:21:27,11,3,,,"#NFLxESPN 🏈

'Zeke' y Prescott, los COLOSOS de la semana 1️⃣.🙌💪

#Chécalo⬇️
https://t.co/AFxL13VrqM https://t.co/JhToH60uNq",,[],,,2017-21-11T05:21:27.000Z,tweet,"#NFLxESPN 🏈

'Zeke' y Prescott, los COLOSOS de la semana 1️⃣.🙌💪

#Chécalo⬇️
https://t.co/AFxL13VrqM https://t.co/JhToH60uNq"
Carrie Underwood &amp; Dak Prescott.... brb watching on repeat forever ❤️💙 https://t.co/QhVKbKwHiV,98,907111737396219904,2017-09-11 05:21:06,2,0,"{'created_at': 'Mon Sep 11 00:33:20 +0000 2017', 'id': 907039319092756480, 'id_str': '907039319092756480', 'text': 'Take us away, @CarrieUnderwood!\n\nStream #SNF here: https://t.co/d8GXSQiOqN https://t.co/sVXJGfys9t', 'display_text_range': [0, 74], 'source': '<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 167155452, 'id_str': '167155452', 'name': 'SNF on NBC', 'screen_name': 'SNFonNBC', 'location': 'NBC', 'url': 'http://www.nbcsports.com/nfl', 'description': 'The official Twitter of Sunday Night Football on NBC. Behind the Scenes of SNF & Football Night in America #SNF', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 751618, 'friends_count': 2437, 'listed_count': 4564, 'favourites_count': 2166, 'statuses_count': 61610, 'created_at': 'Thu Jul 15 22:08:48 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1046816065144143872/yCFizSYM_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1046816065144143872/yCFizSYM_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/167155452/1549256310', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 0, 'reply_count': 55, 'retweet_count': 623, 'favorite_count': 1702, 'entities': {'hashtags': [{'text': 'SNF', 'indices': [40, 44]}], 'urls': [{'url': 'https://t.co/d8GXSQiOqN', 'expanded_url': 'http://bit.ly/2wU3GLv', 'display_url': 'bit.ly/2wU3GLv', 'unwound': {'url': 'http://stream.nbcsports.com/nfl/watch-sunday-night-football?utm_post=ond&utm_network=social&utm_sport=football&utm_source=tw-snfonnbc&utm_event=giants_cowboys_09102017&utm_tags=ond:social:football:tw-snfonnbc:giants_cowboys_09102017', 'status': 200, 'title': 'Watch Sunday Night Football Live | NBC Sports', 'description': 'NFL Sunday Night Football features the Indianapolis Colts vs. Tennessee Titans. Stream on NBCSports.com and the NBC Sports app.'}, 'indices': [51, 74]}], 'user_mentions': [{'screen_name': 'carrieunderwood', 'name': 'Carrie Underwood', 'id': 386244525, 'id_str': '386244525', 'indices': [14, 30]}], 'symbols': [], 'media': [{'id': 907038628114780160, 'id_str': '907038628114780160', 'indices': [75, 98], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/907038628114780160/img/LXhR5zR_K_ip_HTO.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/907038628114780160/img/LXhR5zR_K_ip_HTO.jpg', 'url': 'https://t.co/sVXJGfys9t', 'display_url': 'pic.twitter.com/sVXJGfys9t', 'expanded_url': 'https://twitter.com/SNFonNBC/status/907039319092756480/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 907038628114780160, 'id_str': '907038628114780160', 'indices': [75, 98], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/907038628114780160/img/LXhR5zR_K_ip_HTO.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/907038628114780160/img/LXhR5zR_K_ip_HTO.jpg', 'url': 'https://t.co/sVXJGfys9t', 'display_url': 'pic.twitter.com/sVXJGfys9t', 'expanded_url': 'https://twitter.com/SNFonNBC/status/907039319092756480/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 86453, 'variants': [{'bitrate': 320000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/907038628114780160/vid/320x180/A_T0aqh05cvr0HYP.mp4'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/907038628114780160/vid/640x360/omtYXyIfyJDDgDQJ.mp4'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/907038628114780160/pl/Qc5eJjTwis8TeAsR.m3u8'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/907038628114780160/vid/1280x720/PZcnaqfUI_HOQzGn.mp4'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}","Take us away, @CarrieUnderwood!

Stream #SNF here: https://t.co/d8GXSQiOqN https://t.co/sVXJGfys9t",Carrie Underwood &amp; Dak Prescott.... brb watching on repeat forever ❤️💙 https://t.co/QhVKbKwHiV,,[],,,2017-21-11T05:21:06.000Z,quote,"Carrie Underwood &amp; Dak Prescott.... brb watching on repeat forever ❤️💙 https://t.co/QhVKbKwHiV
Take us away, @CarrieUnderwood!

Stream #SNF here: https://t.co/d8GXSQiOqN https://t.co/sVXJGfys9t"
Dak Prescott highlights | Week 1 - https://t.co/6ZxghgUQHV #GiantsPride,71,907111547964727296,2017-09-11 05:20:21,0,0,,,Dak Prescott highlights | Week 1 - https://t.co/6ZxghgUQHV #GiantsPride,,[],,,2017-20-11T05:20:21.000Z,tweet,Dak Prescott highlights | Week 1 - https://t.co/6ZxghgUQHV #GiantsPride
Pass-happy Cowboys stifle Giants in opener https://t.co/w0kvVkCqRw,66,907111411649724416,2017-09-11 05:19:48,0,0,,,Pass-happy Cowboys stifle Giants in opener https://t.co/w0kvVkCqRw,,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Shreveport', 'region': 'Louisiana', 'sub_region': 'Caddo Parish', 'full_name': 'Shreveport, Louisiana, United States', 'geo': {'coordinates': [-93.75018, 32.52515], 'type': 'point'}}",,2017-19-11T05:19:48.000Z,tweet,Pass-happy Cowboys stifle Giants in opener https://t.co/w0kvVkCqRw
Ezekiel Elliott y Dak Prescott son los Colosos de la Semana 1 https://t.co/ikbRwGwZTp #DomingoNFL,97,907111232339156992,2017-09-11 05:19:05,1,0,,,Ezekiel Elliott y Dak Prescott son los Colosos de la Semana 1 https://t.co/ikbRwGwZTp #DomingoNFL,,[],,,2017-19-11T05:19:05.000Z,tweet,Ezekiel Elliott y Dak Prescott son los Colosos de la Semana 1 https://t.co/ikbRwGwZTp #DomingoNFL
Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboys Win https://t.co/64ulhHFGE9 #Cowboys #CowboysNation,127,907111050834796544,2017-09-11 05:18:22,3,1,,,Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboys Win https://t.co/64ulhHFGE9 #Cowboys #CowboysNation,,[],,,2017-18-11T05:18:22.000Z,tweet,Dak Prescott's Precious Mix of Smarts and Skills on Full Display in Cowboys Win https://t.co/64ulhHFGE9 #Cowboys #CowboysNation
Dak Prescott's Precious Mix of Smarts and Skills on Full Display i - Bleacher Report https://t.co/HoNvvmGjuv,108,907110690284077056,2017-09-11 05:16:56,0,0,,,Dak Prescott's Precious Mix of Smarts and Skills on Full Display i - Bleacher Report https://t.co/HoNvvmGjuv,,[],,,2017-16-11T05:16:56.000Z,tweet,Dak Prescott's Precious Mix of Smarts and Skills on Full Display i - Bleacher Report https://t.co/HoNvvmGjuv
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/gVscpQr2um #sports",119,907108854655221760,2017-09-11 05:09:38,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/gVscpQr2um #sports",,[],,,2017-09-11T05:09:38.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/gVscpQr2um #sports"
Dak Prescott took a big step Sunday night against a Giants defense that vexed him in 2016. https://t.co/5G0S8Pz3bN https://t.co/FlCuetEixD,138,907108075747889154,2017-09-11 05:06:33,6,2,,,Dak Prescott took a big step Sunday night against a Giants defense that vexed him in 2016. https://t.co/5G0S8Pz3bN https://t.co/FlCuetEixD,,[],"{'country': 'United States', 'country_code': 'US', 'full_name': 'United States', 'geo': {'coordinates': [-98.5, 39.76], 'type': 'point'}}",,2017-06-11T05:06:33.000Z,tweet,Dak Prescott took a big step Sunday night against a Giants defense that vexed him in 2016. https://t.co/5G0S8Pz3bN https://t.co/FlCuetEixD
Veteran tight end @JasonWitten breaks franchise record as pass-happy @dallascowboys stifle Giants in 2017 opener. https://t.co/WK05avKIxe,137,907107686826745856,2017-09-11 05:05:00,1,3,,,Veteran tight end @JasonWitten breaks franchise record as pass-happy @dallascowboys stifle Giants in 2017 opener. https://t.co/WK05avKIxe,,"[{'screen_name': 'JasonWitten', 'name': 'Jason Witten', 'id': 22823970, 'id_str': '22823970', 'indices': [18, 30]}, {'screen_name': 'dallascowboys', 'name': 'Dallas Cowboys', 'id': 8824902, 'id_str': '8824902', 'indices': [69, 83]}]","{'country': 'United States', 'country_code': 'US', 'locality': 'Shreveport', 'region': 'Louisiana', 'sub_region': 'Caddo Parish', 'full_name': 'Shreveport, Louisiana, United States', 'geo': {'coordinates': [-93.75018, 32.52515], 'type': 'point'}}",,2017-05-11T05:05:00.000Z,tweet,Veteran tight end @JasonWitten breaks franchise record as pass-happy @dallascowboys stifle Giants in 2017 opener. https://t.co/WK05avKIxe
"""Dak Leads Cowboys to Impressive Win"" via @BleacherReport App: https://t.co/5T7GDAgp6m",86,907107283984900096,2017-09-11 05:03:24,0,0,,,"""Dak Leads Cowboys to Impressive Win"" via @BleacherReport App: https://t.co/5T7GDAgp6m",,"[{'screen_name': 'BleacherReport', 'name': 'Bleacher Report', 'id': 890891, 'id_str': '890891', 'indices': [42, 57]}]","{'country': 'United States', 'country_code': 'US', 'locality': 'Old Bridge', 'region': 'New Jersey', 'sub_region': 'Middlesex County', 'full_name': 'Old Bridge, New Jersey, United States', 'geo': {'coordinates': [-74.36543, 40.41483], 'type': 'point'}}",,2017-03-11T05:03:24.000Z,tweet,"""Dak Leads Cowboys to Impressive Win"" via @BleacherReport App: https://t.co/5T7GDAgp6m"
"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/q1UkYhw7Mg",93,907106691564498944,2017-09-11 05:01:03,0,0,,,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/q1UkYhw7Mg",,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Charlotte', 'region': 'North Carolina', 'sub_region': 'Mecklenburg County', 'full_name': 'Charlotte, North Carolina, United States', 'geo': {'coordinates': [-80.84313, 35.22709], 'type': 'point'}}",,2017-01-11T05:01:03.000Z,tweet,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/q1UkYhw7Mg"
"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/evu02zG8vN https://t.co/rnqcDtbNdt",117,907106461511180288,2017-09-11 05:00:08,0,1,,,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/evu02zG8vN https://t.co/rnqcDtbNdt",,[],"{'country': 'United States', 'country_code': 'US', 'full_name': 'United States', 'geo': {'coordinates': [-98.5, 39.76], 'type': 'point'}}",,2017-00-11T05:00:08.000Z,tweet,"Dak Prescott solves Giants' D, has perfect start to gigantic Season 2 https://t.co/evu02zG8vN https://t.co/rnqcDtbNdt"
Me urgeee renovar mi jersey de Tony Romo por el de mi Dak Prescott 💙🏈 #CowboysNation,84,907106389776101381,2017-09-11 04:59:51,1,0,,,Me urgeee renovar mi jersey de Tony Romo por el de mi Dak Prescott 💙🏈 #CowboysNation,,[],,,2017-59-11T04:59:51.000Z,tweet,Me urgeee renovar mi jersey de Tony Romo por el de mi Dak Prescott 💙🏈 #CowboysNation
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York… https://t.co/12GAj4KbDd",110,907106250713960448,2017-09-11 04:59:18,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York… https://t.co/12GAj4KbDd",,[],"{'country': 'United States', 'country_code': 'US', 'full_name': 'United States', 'geo': {'coordinates': [-98.5, 39.76], 'type': 'point'}}",,2017-59-11T04:59:18.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York… https://t.co/12GAj4KbDd"
"Dak Prescott solves Giants’ D, has perfect start to gigantic Season 2 | NFL https://t.co/Hp8EQg0pFf https://t.co/uGVsgzWAiQ",123,907106249803780096,2017-09-11 04:59:17,0,0,,,"Dak Prescott solves Giants’ D, has perfect start to gigantic Season 2 | NFL https://t.co/Hp8EQg0pFf https://t.co/uGVsgzWAiQ",,[],"{'country': 'United States', 'country_code': 'US', 'region': 'New York', 'full_name': 'New York, United States', 'geo': {'coordinates': [-75.4999, 43.00035], 'type': 'point'}}",,2017-59-11T04:59:17.000Z,tweet,"Dak Prescott solves Giants’ D, has perfect start to gigantic Season 2 | NFL https://t.co/Hp8EQg0pFf https://t.co/uGVsgzWAiQ"
"Dak Prescott solves Giants’ D, has perfect start to gigantic Season 2 | NFL https://t.co/Dkbuflk59J https://t.co/lUBrFS5Rt9",123,907106242929324032,2017-09-11 04:59:16,0,0,,,"Dak Prescott solves Giants’ D, has perfect start to gigantic Season 2 | NFL https://t.co/Dkbuflk59J https://t.co/lUBrFS5Rt9",,[],"{'country': 'United States', 'country_code': 'US', 'full_name': 'United States', 'geo': {'coordinates': [-98.5, 39.76], 'type': 'point'}}",,2017-59-11T04:59:16.000Z,tweet,"Dak Prescott solves Giants’ D, has perfect start to gigantic Season 2 | NFL https://t.co/Dkbuflk59J https://t.co/lUBrFS5Rt9"
"Cowboys cut Giants down to size, win opener 19-3 https://t.co/XjSs2pgXXy https://t.co/3h7KfZTbMs",96,907105486738280448,2017-09-11 04:56:15,0,0,,,"Cowboys cut Giants down to size, win opener 19-3 https://t.co/XjSs2pgXXy https://t.co/3h7KfZTbMs",,[],,,2017-56-11T04:56:15.000Z,tweet,"Cowboys cut Giants down to size, win opener 19-3 https://t.co/XjSs2pgXXy https://t.co/3h7KfZTbMs"
"Cowboys cut Giants down to size, win opener 19-3 https://t.co/AqFuFufhj8",72,907105463447248896,2017-09-11 04:56:10,0,0,,,"Cowboys cut Giants down to size, win opener 19-3 https://t.co/AqFuFufhj8",,[],,,2017-56-11T04:56:10.000Z,tweet,"Cowboys cut Giants down to size, win opener 19-3 https://t.co/AqFuFufhj8"
Dak Prescott highlights | Week 1 https://t.co/ElMLmJjVOv https://t.co/3h7KfZTbMs,80,907105453842321408,2017-09-11 04:56:08,0,0,,,Dak Prescott highlights | Week 1 https://t.co/ElMLmJjVOv https://t.co/3h7KfZTbMs,,[],,,2017-56-11T04:56:08.000Z,tweet,Dak Prescott highlights | Week 1 https://t.co/ElMLmJjVOv https://t.co/3h7KfZTbMs
Dak Prescott highlights | Week 1 https://t.co/aw44FZBHNB,56,907105444958793728,2017-09-11 04:56:05,0,0,,,Dak Prescott highlights | Week 1 https://t.co/aw44FZBHNB,,[],,,2017-56-11T04:56:05.000Z,tweet,Dak Prescott highlights | Week 1 https://t.co/aw44FZBHNB
